variable,Aggr,value ,Times [min],x [km],y [km],z [km],Experiment
W,mean W>0,0.035999998450279236,135,140,30,7.0,501
W,mean W<0,-0.03200000151991844,165,132,2,17.0,501
Reflectivity,P90,-30.0,0,0,0,0.0,501
Reflectivity,mean r>0,21.270000457763672,165,72,80,5.0,501
Reflectivity,max r>0,58.858001708984375,30,74,76,5.0,501
Precipitation,P90,0.0,0,0,0,,501
Precipitation,mean r>0,0.6809999942779541,75,78,80,,501
Precipitation,max r>0,60.73500061035156,240,74,78,,501
W,P90,0.042,55,40,16,11.0,502
W,P10,-0.041,95,36,26,19.0,502
W,mean W>0,0.03200000151991844,55,148,140,16.0,502
W,mean W<0,-0.02800000086426735,85,124,144,11.0,502
Reflectivity,P90,-30.0,0,0,0,0.0,502
Reflectivity,mean r>0,20.773000717163086,60,82,70,10.0,502
Reflectivity,max r>0,59.56100082397461,30,74,78,5.0,502
Precipitation,P90,0.0,0,0,0,,502
Precipitation,mean r>0,0.46299999952316284,85,88,66,,502
Precipitation,max r>0,37.86899948120117,90,74,78,,502
W,P90,0.041,40,98,20,14.0,503
W,P10,-0.041,75,26,72,7.0,503
W,mean W>0,0.03200000151991844,55,150,16,17.0,503
W,mean W<0,-0.028999999165534973,210,116,74,10.0,503
Reflectivity,P90,-30.0,0,0,0,0.0,503
Reflectivity,mean r>0,21.094999313354492,105,76,78,1.0,503
Reflectivity,max r>0,59.41299819946289,30,74,76,5.0,503
Precipitation,P90,0.0,0,0,0,,503
Precipitation,mean r>0,0.6570000052452087,65,70,80,,503
Precipitation,max r>0,70.62899780273438,100,74,76,,503
W,P90,0.406,80,34,90,17.0,504
W,P10,-0.626,20,58,76,4.0,504
W,mean W>0,0.656000018119812,65,86,96,9.0,504
W,mean W<0,-0.3659999966621399,210,108,66,12.0,504
Reflectivity,P90,28.38,195,76,22,0.0,504
Reflectivity,mean r>0,28.16699981689453,165,70,136,7.0,504
Reflectivity,max r>0,61.44599914550781,140,0,14,2.0,504
Precipitation,P90,26.391,165,36,138,,504
Precipitation,mean r>0,7.659999847412109,200,60,30,,504
Precipitation,max r>0,161.5,240,74,78,,504
W,P90,0.032,105,40,74,16.0,505
W,P10,-0.032,105,88,120,3.0,505
W,mean W>0,0.02500000037252903,225,24,154,15.0,505
W,mean W<0,-0.02199999988079071,65,146,62,14.0,505
Reflectivity,P90,-30.0,0,0,0,0.0,505
Reflectivity,mean r>0,19.40999984741211,85,76,70,8.0,505
Reflectivity,max r>0,54.28900146484375,40,74,78,5.0,505
Precipitation,P90,0.0,0,0,0,,505
Precipitation,mean r>0,0.18299999833106995,65,76,74,,505
Precipitation,max r>0,18.525999069213867,90,74,78,,505
W,P90,0.05,115,6,84,2.0,506
W,P10,-0.05,105,52,136,12.0,506
W,mean W>0,0.039000000804662704,85,26,150,7.0,506
W,mean W<0,-0.03500000014901161,55,154,22,4.0,506
Reflectivity,P90,-30.0,0,0,0,0.0,506
Reflectivity,mean r>0,21.329999923706055,225,72,76,3.0,506
Reflectivity,max r>0,60.21699905395508,30,76,76,5.0,506
Precipitation,P90,0.0,0,0,0,,506
Precipitation,mean r>0,0.7200000286102295,70,70,82,,506
Precipitation,max r>0,57.41400146484375,240,74,78,,506
W,P90,0.037,155,48,116,0.0,507
W,P10,-0.037,85,126,114,8.0,507
W,mean W>0,0.028999999165534973,75,150,126,8.0,507
W,mean W<0,-0.026000000536441803,125,40,74,18.0,507
Reflectivity,P90,-30.0,0,0,0,0.0,507
Reflectivity,mean r>0,20.9060001373291,45,68,72,10.0,507
Reflectivity,max r>0,58.88999938964844,35,74,76,5.0,507
Precipitation,P90,0.0,0,0,0,,507
Precipitation,mean r>0,0.6060000061988831,75,72,74,,507
Precipitation,max r>0,49.83100128173828,90,74,78,,507
W,P90,0.055,65,144,46,4.0,508
W,P10,-0.055,125,72,118,1.0,508
W,mean W>0,0.04399999976158142,175,122,144,4.0,508
W,mean W<0,-0.039000000804662704,55,134,8,4.0,508
Reflectivity,P90,-30.0,0,0,0,0.0,508
Reflectivity,mean r>0,21.91200065612793,20,78,80,4.0,508
Reflectivity,max r>0,60.70199966430664,30,76,76,5.0,508
Precipitation,P90,0.0,0,0,0,,508
Precipitation,mean r>0,0.7639999985694885,110,82,68,,508
Precipitation,max r>0,68.18900299072266,240,74,78,,508
W,P90,0.36,65,24,134,17.0,509
W,P10,-0.543,75,124,136,16.0,509
W,mean W>0,0.4320000112056732,105,132,144,17.0,509
W,mean W<0,-0.32199999690055847,160,78,36,9.0,509
Reflectivity,P90,22.79,80,140,4,6.0,509
Reflectivity,mean r>0,24.815000534057617,145,74,138,1.0,509
Reflectivity,max r>0,60.47200012207031,35,72,78,5.0,509
Precipitation,P90,21.069,200,52,36,,509
Precipitation,mean r>0,7.4720001220703125,85,152,90,,509
Precipitation,max r>0,122.6500015258789,240,130,80,,509
W,P90,0.185,200,80,100,4.0,510
W,P10,-0.188,60,44,44,10.0,510
W,mean W>0,0.30399999022483826,55,70,72,0.0,510
W,mean W<0,-0.16300000250339508,210,10,80,12.0,510
Reflectivity,P90,-18.843,200,140,98,8.0,510
Reflectivity,mean r>0,27.735000610351562,200,86,96,5.0,510
Reflectivity,max r>0,60.39899826049805,80,64,64,5.0,510
Precipitation,P90,0.423,140,70,104,,510
Precipitation,mean r>0,4.464000225067139,95,70,92,,510
Precipitation,max r>0,92.33599853515625,220,64,64,,510
W,P90,0.184,160,148,120,9.0,511
W,P10,-0.185,185,6,82,3.0,511
W,mean W>0,0.2800000011920929,55,54,64,10.0,511
W,mean W<0,-0.1550000011920929,190,32,146,13.0,511
Reflectivity,P90,-24.937,165,112,52,3.0,511
Reflectivity,mean r>0,27.104999542236328,140,66,48,0.0,511
Reflectivity,max r>0,61.15700149536133,70,64,70,5.0,511
Precipitation,P90,0.394,175,92,114,,511
Precipitation,mean r>0,3.7190001010894775,160,82,56,,511
Precipitation,max r>0,91.83999633789062,230,70,78,,511
W,P90,0.16,165,44,114,14.0,512
W,P10,-0.166,125,54,6,8.0,512
W,mean W>0,0.24400000274181366,215,26,40,6.0,512
W,mean W<0,-0.14000000059604645,175,6,74,14.0,512
Reflectivity,P90,-30.0,0,0,0,0.0,512
Reflectivity,mean r>0,27.284000396728516,65,94,84,6.0,512
Reflectivity,max r>0,59.095001220703125,20,74,74,5.0,512
Precipitation,P90,0.189,90,92,86,,512
Precipitation,mean r>0,3.5269999504089355,235,120,88,,512
Precipitation,max r>0,100.04100036621094,240,86,70,,512
W,P90,0.223,180,88,126,13.0,513
W,P10,-0.233,75,102,76,4.0,513
W,mean W>0,0.38199999928474426,110,56,36,9.0,513
W,mean W<0,-0.1940000057220459,205,20,52,6.0,513
Reflectivity,P90,0.33,240,148,16,6.0,513
Reflectivity,mean r>0,27.01300048828125,120,80,58,6.0,513
Reflectivity,max r>0,60.762001037597656,75,72,92,5.0,513
Precipitation,P90,2.321,230,128,88,,513
Precipitation,mean r>0,4.423999786376953,125,88,62,,513
Precipitation,max r>0,89.7979965209961,240,30,106,,513
W,P90,0.139,115,120,62,6.0,514
W,P10,-0.146,200,16,56,10.0,514
W,mean W>0,0.23199999332427979,165,38,134,17.0,514
W,mean W<0,-0.13199999928474426,115,4,76,9.0,514
Reflectivity,P90,-30.0,0,0,0,0.0,514
Reflectivity,mean r>0,26.6299991607666,155,68,50,0.0,514
Reflectivity,max r>0,60.130001068115234,225,30,70,4.0,514
Precipitation,P90,0.013,190,74,104,,514
Precipitation,mean r>0,3.365999937057495,200,100,40,,514
Precipitation,max r>0,87.04199981689453,240,70,62,,514
W,P90,0.186,100,98,56,18.0,515
W,P10,-0.189,120,42,40,1.0,515
W,mean W>0,0.30000001192092896,40,50,92,4.0,515
W,mean W<0,-0.16200000047683716,175,74,84,0.0,515
Reflectivity,P90,-19.517,175,54,88,10.0,515
Reflectivity,mean r>0,27.503000259399414,235,46,92,7.0,515
Reflectivity,max r>0,60.19300079345703,90,62,62,5.0,515
Precipitation,P90,0.374,215,76,42,,515
Precipitation,mean r>0,4.301000118255615,135,56,50,,515
Precipitation,max r>0,95.76399993896484,240,64,64,,515
W,P90,0.177,220,22,112,17.0,516
W,P10,-0.181,225,118,92,15.0,516
W,mean W>0,0.29499998688697815,240,84,130,18.0,516
W,mean W<0,-0.15700000524520874,240,18,18,9.0,516
Reflectivity,P90,-20.803,215,118,122,11.0,516
Reflectivity,mean r>0,27.636999130249023,115,100,78,0.0,516
Reflectivity,max r>0,59.52299880981445,25,72,74,5.0,516
Precipitation,P90,0.352,220,92,32,,516
Precipitation,mean r>0,4.361000061035156,220,122,76,,516
Precipitation,max r>0,105.4219970703125,240,88,68,,516
W,P90,0.144,240,138,32,9.0,517
W,P10,-0.152,100,64,138,9.0,517
W,mean W>0,0.24300000071525574,135,70,56,19.0,517
W,mean W<0,-0.13500000536441803,220,146,112,14.0,517
Reflectivity,P90,-30.0,0,0,0,0.0,517
Reflectivity,mean r>0,27.114999771118164,215,100,80,0.0,517
Reflectivity,max r>0,59.65999984741211,80,68,64,4.0,517
Precipitation,P90,0.065,220,116,26,,517
Precipitation,mean r>0,3.7179999351501465,215,38,68,,517
Precipitation,max r>0,82.41400146484375,240,64,64,,517
W,P90,0.16,120,98,78,17.0,518
W,P10,-0.164,210,2,136,15.0,518
W,mean W>0,0.2540000081062317,160,58,46,4.0,518
W,mean W<0,-0.14399999380111694,50,114,58,9.0,518
Reflectivity,P90,-30.0,0,0,0,0.0,518
Reflectivity,mean r>0,27.097000122070312,160,100,56,4.0,518
Reflectivity,max r>0,59.66699981689453,25,72,74,5.0,518
Precipitation,P90,0.147,200,60,22,,518
Precipitation,mean r>0,3.5380001068115234,65,84,78,,518
Precipitation,max r>0,81.73899841308594,240,94,70,,518
W,P90,0.101,205,66,130,9.0,519
W,P10,-0.102,40,40,106,3.0,519
W,mean W>0,0.13600000739097595,215,96,124,4.0,519
W,mean W<0,-0.09200000017881393,50,52,60,9.0,519
Reflectivity,P90,-30.0,0,0,0,0.0,519
Reflectivity,mean r>0,24.22800064086914,215,90,60,4.0,519
Reflectivity,max r>0,60.465999603271484,70,66,74,5.0,519
Precipitation,P90,0.0,215,50,106,,519
Precipitation,mean r>0,1.9259999990463257,125,68,66,,519
Precipitation,max r>0,81.302001953125,240,46,94,,519
W,P90,0.665,240,76,8,6.0,520
W,P10,-0.639,130,70,28,9.0,520
W,mean W>0,0.7300000190734863,35,98,46,6.0,520
W,mean W<0,-0.37599998712539673,205,110,136,2.0,520
Reflectivity,P90,34.342,80,156,138,1.0,520
Reflectivity,mean r>0,27.5049991607666,150,128,6,1.0,520
Reflectivity,max r>0,60.63800048828125,100,146,98,3.0,520
Precipitation,P90,39.723,200,88,136,,520
Precipitation,mean r>0,14.439000129699707,220,88,122,,520
Precipitation,max r>0,178.02000427246094,240,76,76,,520
W,P90,0.611,120,136,148,13.0,521
W,P10,-0.72,90,112,12,3.0,521
W,mean W>0,0.7450000047683716,155,92,58,1.0,521
W,mean W<0,-0.41100001335144043,65,156,44,8.0,521
Reflectivity,P90,33.669,120,20,136,3.0,521
Reflectivity,mean r>0,26.79400062561035,140,112,134,0.0,521
Reflectivity,max r>0,62.47999954223633,100,18,0,1.0,521
Precipitation,P90,39.094,190,28,4,,521
Precipitation,mean r>0,14.333000183105469,110,76,146,,521
Precipitation,max r>0,176.50599670410156,240,76,76,,521
W,P90,0.538,35,68,44,13.0,522
W,P10,-0.656,75,128,134,9.0,522
W,mean W>0,0.6449999809265137,235,48,86,5.0,522
W,mean W<0,-0.37599998712539673,95,72,76,11.0,522
Reflectivity,P90,31.392,160,72,72,3.0,522
Reflectivity,mean r>0,26.378000259399414,145,28,42,1.0,522
Reflectivity,max r>0,60.34299850463867,100,68,2,4.0,522
Precipitation,P90,32.982,225,138,18,,522
Precipitation,mean r>0,11.855999946594238,205,8,80,,522
Precipitation,max r>0,145.4290008544922,240,72,76,,522
W,P90,0.725,200,58,108,4.0,523
W,P10,-0.631,160,42,100,10.0,523
W,mean W>0,0.7549999952316284,160,108,60,5.0,523
W,mean W<0,-0.3779999911785126,190,78,108,8.0,523
Reflectivity,P90,35.45,205,126,106,3.0,523
Reflectivity,mean r>0,28.013999938964844,70,146,100,4.0,523
Reflectivity,max r>0,60.777000427246094,100,18,10,3.0,523
Precipitation,P90,43.28,205,124,54,,523
Precipitation,mean r>0,15.904000282287598,220,92,102,,523
Precipitation,max r>0,183.13999938964844,240,76,76,,523
W,P90,0.182,240,10,152,18.0,524
W,P10,-0.191,120,38,68,3.0,524
W,mean W>0,0.3179999887943268,230,108,116,12.0,524
W,mean W<0,-0.16899999976158142,160,32,140,9.0,524
Reflectivity,P90,-12.073,200,28,72,10.0,524
Reflectivity,mean r>0,28.382999420166016,220,122,108,1.0,524
Reflectivity,max r>0,60.755001068115234,25,76,76,6.0,524
Precipitation,P90,1.418,125,70,94,,524
Precipitation,mean r>0,4.9710001945495605,130,62,90,,524
Precipitation,max r>0,128.0760040283203,240,76,76,,524
W,P90,0.427,190,126,48,10.0,525
W,P10,-0.563,90,28,68,9.0,525
W,mean W>0,0.5080000162124634,30,28,86,0.0,525
W,mean W<0,-0.328000009059906,210,34,34,8.0,525
Reflectivity,P90,28.298,225,6,150,3.0,525
Reflectivity,mean r>0,25.648000717163086,105,88,94,0.0,525
Reflectivity,max r>0,61.88100051879883,45,76,76,4.0,525
Precipitation,P90,28.016,135,114,22,,525
Precipitation,mean r>0,10.041999816894531,190,18,12,,525
Precipitation,max r>0,152.67799377441406,240,76,76,,525
W,P90,0.589,190,108,96,0.0,526
W,P10,-0.653,195,14,4,8.0,526
W,mean W>0,0.6779999732971191,120,84,26,2.0,526
W,mean W<0,-0.37400001287460327,225,86,52,16.0,526
Reflectivity,P90,32.655,200,154,40,1.0,526
Reflectivity,mean r>0,26.461999893188477,115,2,12,9.0,526
Reflectivity,max r>0,61.39099884033203,45,76,76,4.0,526
Precipitation,P90,33.039,145,112,14,,526
Precipitation,mean r>0,11.803999900817871,215,64,50,,526
Precipitation,max r>0,178.2729949951172,240,76,76,,526
W,P90,0.068,180,74,108,6.0,527
W,P10,-0.069,175,68,128,2.0,527
W,mean W>0,0.06400000303983688,45,2,72,15.0,527
W,mean W<0,-0.05400000140070915,55,54,120,12.0,527
Reflectivity,P90,-30.0,0,0,0,0.0,527
Reflectivity,mean r>0,24.73699951171875,190,78,88,3.0,527
Reflectivity,max r>0,59.584999084472656,30,76,76,5.0,527
Precipitation,P90,0.0,0,0,0,,527
Precipitation,mean r>0,1.0429999828338623,60,82,80,,527
Precipitation,max r>0,61.242000579833984,165,76,76,,527
W,P90,0.605,210,120,98,5.0,528
W,P10,-0.666,40,138,100,7.0,528
W,mean W>0,0.6819999814033508,195,104,82,1.0,528
W,mean W<0,-0.38600000739097595,100,136,92,19.0,528
Reflectivity,P90,32.752,85,146,134,6.0,528
Reflectivity,mean r>0,25.905000686645508,235,138,114,4.0,528
Reflectivity,max r>0,60.9119987487793,100,24,146,2.0,528
Precipitation,P90,35.415,200,60,26,,528
Precipitation,mean r>0,13.107999801635742,165,80,18,,528
Precipitation,max r>0,165.9499969482422,240,76,76,,528
W,P90,0.018,210,76,148,3.0,529
W,P10,-0.018,225,128,28,9.0,529
W,mean W>0,0.014000000432133675,235,20,114,6.0,529
W,mean W<0,-0.013000000268220901,10,120,32,17.0,529
Reflectivity,P90,-30.0,0,0,0,0.0,529
Reflectivity,mean r>0,19.656999588012695,70,72,76,6.0,529
Reflectivity,max r>0,51.347999572753906,45,74,74,4.0,529
Precipitation,P90,0.0,0,0,0,,529
Precipitation,mean r>0,0.14000000059604645,80,76,72,,529
Precipitation,max r>0,12.562000274658203,95,74,74,,529
W,P90,0.054,140,26,148,11.0,530
W,P10,-0.053,205,98,16,10.0,530
W,mean W>0,0.052000001072883606,50,108,44,14.0,530
W,mean W<0,-0.04100000113248825,235,142,92,1.0,530
Reflectivity,P90,-30.0,0,0,0,0.0,530
Reflectivity,mean r>0,21.148000717163086,45,82,72,6.0,530
Reflectivity,max r>0,59.08100128173828,25,76,78,5.0,530
Precipitation,P90,0.0,50,64,66,,530
Precipitation,mean r>0,1.1150000095367432,135,76,92,,530
Precipitation,max r>0,70.76000213623047,205,76,82,,530
W,P90,0.08,180,44,114,12.0,531
W,P10,-0.078,155,124,62,4.0,531
W,mean W>0,0.10100000351667404,70,130,50,3.0,531
W,mean W<0,-0.07000000029802322,70,92,66,11.0,531
Reflectivity,P90,-30.0,0,0,0,0.0,531
Reflectivity,mean r>0,23.781999588012695,105,80,52,5.0,531
Reflectivity,max r>0,60.2760009765625,90,82,80,5.0,531
Precipitation,P90,0.0,235,86,26,,531
Precipitation,mean r>0,2.1410000324249268,220,110,64,,531
Precipitation,max r>0,76.677001953125,240,72,94,,531
W,P90,0.042,135,72,100,9.0,532
W,P10,-0.041,50,18,126,7.0,532
W,mean W>0,0.032999999821186066,100,136,120,1.0,532
W,mean W<0,-0.028999999165534973,155,142,48,18.0,532
Reflectivity,P90,-30.0,0,0,0,0.0,532
Reflectivity,mean r>0,20.0,50,76,62,10.0,532
Reflectivity,max r>0,59.071998596191406,25,76,78,5.0,532
Precipitation,P90,0.0,10,78,66,,532
Precipitation,mean r>0,0.5410000085830688,60,70,80,,532
Precipitation,max r>0,43.900001525878906,120,76,80,,532
W,P90,0.052,95,118,62,7.0,533
W,P10,-0.052,115,138,82,9.0,533
W,mean W>0,0.04100000113248825,80,22,118,3.0,533
W,mean W<0,-0.035999998450279236,140,24,50,2.0,533
Reflectivity,P90,-30.0,0,0,0,0.0,533
Reflectivity,mean r>0,18.889999389648438,110,106,74,5.0,533
Reflectivity,max r>0,58.766998291015625,25,74,76,4.0,533
Precipitation,P90,0.0,95,66,102,,533
Precipitation,mean r>0,0.8479999899864197,130,80,68,,533
Precipitation,max r>0,51.303001403808594,125,70,78,,533
W,P90,0.34,160,122,62,8.0,534
W,P10,-0.338,225,34,92,11.0,534
W,mean W>0,0.5109999775886536,240,138,22,15.0,534
W,mean W<0,-0.2549999952316284,125,0,66,16.0,534
Reflectivity,P90,16.12,115,72,26,4.0,534
Reflectivity,mean r>0,28.799999237060547,135,104,84,2.0,534
Reflectivity,max r>0,60.624000549316406,55,80,84,5.0,534
Precipitation,P90,8.262,235,52,134,,534
Precipitation,mean r>0,5.835000038146973,195,28,44,,534
Precipitation,max r>0,94.18800354003906,240,94,60,,534
W,P90,0.083,225,38,22,10.0,535
W,P10,-0.079,105,104,144,18.0,535
W,mean W>0,0.10000000149011612,75,42,70,15.0,535
W,mean W<0,-0.0689999982714653,220,38,84,14.0,535
Reflectivity,P90,-30.0,0,0,0,0.0,535
Reflectivity,mean r>0,24.190000534057617,235,88,86,7.0,535
Reflectivity,max r>0,59.35300064086914,25,76,78,5.0,535
Precipitation,P90,0.0,90,78,42,,535
Precipitation,mean r>0,2.052999973297119,130,70,72,,535
Precipitation,max r>0,81.45700073242188,240,76,82,,535
W,P90,0.095,165,134,82,13.0,536
W,P10,-0.093,35,114,84,7.0,536
W,mean W>0,0.11900000274181366,65,112,24,16.0,536
W,mean W<0,-0.08100000023841858,135,32,46,17.0,536
Reflectivity,P90,-30.0,0,0,0,0.0,536
Reflectivity,mean r>0,24.02899932861328,185,76,54,2.0,536
Reflectivity,max r>0,59.54999923706055,105,66,76,4.0,536
Precipitation,P90,0.0,230,66,34,,536
Precipitation,mean r>0,2.1619999408721924,180,76,54,,536
Precipitation,max r>0,94.97200012207031,180,64,76,,536
W,P90,0.222,70,78,30,4.0,537
W,P10,-0.229,155,86,40,6.0,537
W,mean W>0,0.33500000834465027,220,90,70,9.0,537
W,mean W<0,-0.1899999976158142,210,124,40,12.0,537
Reflectivity,P90,-8.985,110,96,22,8.0,537
Reflectivity,mean r>0,26.44300079345703,90,100,66,9.0,537
Reflectivity,max r>0,60.652000427246094,25,76,80,5.0,537
Precipitation,P90,1.247,240,136,108,,537
Precipitation,mean r>0,3.9860000610351562,215,104,50,,537
Precipitation,max r>0,114.79299926757812,240,70,102,,537
W,P90,0.09,185,92,100,11.0,538
W,P10,-0.089,100,60,50,11.0,538
W,mean W>0,0.11400000005960464,75,48,30,5.0,538
W,mean W<0,-0.07800000160932541,155,122,74,13.0,538
Reflectivity,P90,-30.0,0,0,0,0.0,538
Reflectivity,mean r>0,23.993999481201172,185,84,40,5.0,538
Reflectivity,max r>0,59.875,115,66,74,5.0,538
Precipitation,P90,0.0,90,88,56,,538
Precipitation,mean r>0,2.2130000591278076,95,80,78,,538
Precipitation,max r>0,82.92900085449219,240,72,88,,538
W,P90,0.6,170,60,70,14.0,539
W,P10,-0.543,210,56,78,5.0,539
W,mean W>0,0.7879999876022339,30,104,68,4.0,539
W,mean W<0,-0.375,70,88,72,11.0,539
Reflectivity,P90,33.178,130,124,80,8.0,539
Reflectivity,mean r>0,30.104999542236328,160,28,78,0.0,539
Reflectivity,max r>0,61.07899856567383,65,72,84,5.0,539
Precipitation,P90,17.455,185,30,146,,539
Precipitation,mean r>0,5.743000030517578,195,18,130,,539
Precipitation,max r>0,165.1490020751953,240,72,86,,539
W,P90,0.514,195,80,128,0.0,540
W,P10,-0.718,110,18,114,16.0,540
W,mean W>0,0.5789999961853027,225,90,2,6.0,540
W,mean W<0,-0.4350000023841858,185,124,44,7.0,540
Reflectivity,P90,29.344,50,142,144,3.0,540
Reflectivity,mean r>0,24.63800048828125,220,110,14,6.0,540
Reflectivity,max r>0,61.56100082397461,95,2,148,2.0,540
Precipitation,P90,26.932,135,22,40,,540
Precipitation,mean r>0,9.732999801635742,235,146,68,,540
Precipitation,max r>0,102.0199966430664,240,70,28,,540
W,P90,0.498,70,62,114,14.0,541
W,P10,-0.669,160,124,124,10.0,541
W,mean W>0,0.5239999890327454,45,46,50,14.0,541
W,mean W<0,-0.4180000126361847,125,130,80,5.0,541
Reflectivity,P90,28.088,125,150,104,1.0,541
Reflectivity,mean r>0,23.989999771118164,205,4,8,3.0,541
Reflectivity,max r>0,60.96799850463867,95,4,138,4.0,541
Precipitation,P90,23.769,225,28,110,,541
Precipitation,mean r>0,8.418000221252441,240,24,54,,541
Precipitation,max r>0,106.5780029296875,240,36,108,,541
W,P90,0.457,175,4,16,7.0,542
W,P10,-0.69,175,146,128,6.0,542
W,mean W>0,0.47200000286102295,55,144,120,12.0,542
W,mean W<0,-0.43799999356269836,135,92,58,5.0,542
Reflectivity,P90,20.203,170,132,90,0.0,542
Reflectivity,mean r>0,22.812000274658203,75,62,138,3.0,542
Reflectivity,max r>0,60.50299835205078,60,68,74,3.0,542
Precipitation,P90,15.036,235,32,104,,542
Precipitation,mean r>0,5.401000022888184,90,132,36,,542
Precipitation,max r>0,124.22000122070312,240,118,116,,542
W,P90,0.462,175,62,32,5.0,543
W,P10,-0.737,145,0,38,8.0,543
W,mean W>0,0.5180000066757202,230,48,26,11.0,543
W,mean W<0,-0.4480000138282776,125,46,106,7.0,543
Reflectivity,P90,27.337,185,132,2,2.0,543
Reflectivity,mean r>0,24.145999908447266,60,18,106,4.0,543
Reflectivity,max r>0,60.22700119018555,95,52,144,4.0,543
Precipitation,P90,24.362,125,16,40,,543
Precipitation,mean r>0,8.84000015258789,185,80,108,,543
Precipitation,max r>0,105.80899810791016,240,156,36,,543
W,P90,0.59,90,130,88,14.0,544
W,P10,-0.676,65,96,44,15.0,544
W,mean W>0,0.6119999885559082,115,56,80,11.0,544
W,mean W<0,-0.4090000092983246,175,10,38,15.0,544
Reflectivity,P90,31.119,220,82,86,7.0,544
Reflectivity,mean r>0,25.62700080871582,135,130,156,7.0,544
Reflectivity,max r>0,60.01300048828125,55,72,82,4.0,544
Precipitation,P90,30.362,165,88,142,,544
Precipitation,mean r>0,10.550999641418457,130,38,30,,544
Precipitation,max r>0,122.83699798583984,240,114,118,,544
W,P90,0.486,90,36,130,15.0,545
W,P10,-0.623,105,110,130,5.0,545
W,mean W>0,0.5099999904632568,210,30,68,6.0,545
W,mean W<0,-0.4000000059604645,90,122,68,13.0,545
Reflectivity,P90,28.046,120,136,134,0.0,545
Reflectivity,mean r>0,25.023000717163086,185,26,136,2.0,545
Reflectivity,max r>0,60.73899841308594,115,114,34,4.0,545
Precipitation,P90,25.532,215,0,44,,545
Precipitation,mean r>0,9.468000411987305,175,134,44,,545
Precipitation,max r>0,154.42300415039062,240,134,116,,545
W,P90,0.441,105,8,118,19.0,546
W,P10,-0.768,180,82,138,7.0,546
W,mean W>0,0.5289999842643738,100,58,0,18.0,546
W,mean W<0,-0.44999998807907104,35,82,132,8.0,546
Reflectivity,P90,25.744,50,154,74,8.0,546
Reflectivity,mean r>0,23.729999542236328,50,30,130,5.0,546
