Experiment,Total Sum,Max Value,Ratio,Mean,Cluster
537,5720.6113,57.16425,0.009992682,22.52209,1
538,267354.7,59.86176,0.0002239039,43.15653,3
539,260014.62,59.74145,0.00022976189,42.3132,2
540,268879.7,59.482605,0.00022122388,44.13652,3
541,268768.25,59.547176,0.00022155585,44.564457,3
542,287698.5,60.59829,0.00021063123,46.825928,3
543,265299.25,59.468052,0.00022415462,43.967392,3
544,308587.5,59.520298,0.00019287982,49.4452,3
545,293083.94,61.76071,0.00021072704,46.961056,3
546,118704.38,60.691383,0.0005112817,30.405836,0
547,110922.83,60.41668,0.00054467306,33.921352,0
548,5342.803,60.530926,0.011329432,28.2688,1
549,120558.71,60.24117,0.00049968326,29.397394,0
550,3928.1975,52.8622,0.013457114,19.640987,1
551,1952.0148,57.98493,0.029705169,27.493166,1
552,9468.771,59.568253,0.0062910225,29.58991,1
553,9951.295,59.56719,0.0059858733,30.247097,1
554,97534.55,60.155773,0.0006167638,35.62255,0
555,10631.975,59.567394,0.0056026652,30.906902,1
556,312878.2,60.123333,0.00019216212,50.1327,3
557,308891.0,59.829323,0.00019369074,49.49383,3
558,227440.42,60.043297,0.00026399572,41.428127,2
559,235587.25,59.55794,0.0002528063,40.326473,2
560,244287.19,59.46309,0.00024341469,40.532135,2
561,238222.28,59.998837,0.00025186074,41.509373,2
562,8173.2383,56.61364,0.0069267084,22.45395,1
563,7502.1064,57.189274,0.0076230955,23.371048,1
564,3310.2417,53.745518,0.01623613,21.635567,1
565,2545.0295,52.460617,0.02061297,22.522385,1
566,4301.977,52.105,0.012111873,19.035297,1
567,3037.3933,53.550934,0.017630557,21.695667,1
568,151787.38,60.24384,0.00039689624,34.85359,0
569,165887.92,60.73674,0.00036613116,36.5231,0
570,300736.5,60.225956,0.00020026155,48.18723,3
571,294072.0,60.3011,0.00020505556,47.119373,3
572,303174.06,59.126835,0.00019502603,48.5778,3
573,291466.88,60.496,0.00020755702,46.70195,3
574,204053.98,59.5504,0.0002918365,37.822796,2
575,236672.75,59.212147,0.00025018575,39.373276,2
576,283542.72,59.53249,0.00020995951,45.673763,3
577,283642.94,59.614296,0.00021017373,45.448315,3
578,284963.3,60.227432,0.00021135154,45.65988,3
579,285544.62,60.194542,0.00021080607,45.753025,3
580,252507.3,59.55586,0.00023585797,42.790596,2
581,254095.62,60.41685,0.0002377721,42.533585,2
582,67781.68,59.78066,0.0008819589,29.25407,1
583,59385.45,60.028645,0.0010108309,28.77202,1
584,114777.69,61.678337,0.0005373722,31.803183,0
585,64498.21,59.67728,0.00092525483,28.350863,1
586,91337.89,59.92797,0.0006561129,29.839233,0
587,136238.27,61.19285,0.0004491605,34.222122,0
588,301348.38,60.141792,0.00019957563,48.28527,3
589,301057.3,60.329865,0.00020039329,48.238632,3
590,300164.44,60.096554,0.0002002121,48.095566,3
591,288208.25,61.126507,0.00021209146,46.179817,3
592,3740.6748,55.338913,0.014793832,22.534185,1
593,4246.916,53.112297,0.012506086,22.004745,1
594,10534.297,57.956146,0.0055016624,21.586674,1
595,15089.58,57.146,0.0037871166,24.900297,1
596,5300.326,58.172443,0.0109752575,23.875343,1
597,10652.6455,57.591316,0.005406292,23.620056,1
598,298426.06,62.183716,0.00020837226,47.817028,3
599,298573.4,61.07594,0.00020455921,47.840637,3
600,2199.397,52.5884,0.023910373,22.674196,1
601,1834.5255,52.055138,0.028375259,22.648462,1
602,2038.111,53.05605,0.026031973,24.555553,1
603,1922.1704,52.059967,0.02708395,23.7305,1
604,4647.26,58.167442,0.012516503,24.459263,1
605,3581.3015,56.93325,0.015897363,24.87015,1
606,296883.28,59.082657,0.00019900971,47.569824,3
607,301406.3,59.302685,0.00019675329,48.294556,3
608,287980.88,60.354187,0.00020957706,46.143387,3
609,298702.2,60.002495,0.00020087732,47.86127,3
610,303630.56,61.20973,0.00020159277,48.650948,3
611,290948.38,61.649334,0.00021189098,46.61887,3
612,166435.31,59.686493,0.00035861676,35.127758,0
613,165745.56,59.69161,0.00036014,34.864445,0
614,153492.28,59.85303,0.00038994165,36.67677,0
615,172115.56,59.76161,0.00034721792,34.485188,0
616,232986.83,58.99437,0.00025320903,39.61687,2
617,209231.31,59.740376,0.0002855231,38.348846,2
618,222287.47,60.851765,0.00027375258,39.829327,2
619,228890.7,61.14096,0.0002671186,40.756893,2
620,188170.6,59.9406,0.00031854393,37.899414,2
621,227881.44,60.179325,0.00026408173,40.112907,2
622,209005.98,61.064808,0.00029216774,37.987274,2
623,161167.66,59.137657,0.00036693254,36.720814,0
624,307928.03,60.724937,0.00019720496,49.339535,3
625,304300.47,59.977066,0.00019709817,48.758286,3
626,298716.75,59.138493,0.00019797515,47.8636,3
627,298731.16,60.466248,0.00020241024,47.865913,3
628,5782.868,56.858612,0.009832251,23.603544,1
629,3965.0686,58.57347,0.014772372,23.885956,1
630,4295.1025,53.19494,0.012385022,20.55073,1
631,2822.5317,51.56449,0.01826888,20.16094,1
632,4303.316,53.195538,0.012361523,20.491982,1
633,4394.3823,52.768063,0.012008073,19.273607,1
634,291484.0,60.239136,0.00020666361,46.704697,3
635,291664.34,59.94727,0.00020553514,46.733593,3
636,251571.28,59.309452,0.00023575606,42.238293,2
637,247777.5,59.194813,0.0002389031,42.36237,2
638,273597.8,60.369038,0.00022064883,44.66903,3
639,252487.5,59.342632,0.00023503196,42.08125,2
640,243096.28,59.21376,0.00024358151,41.056625,2
641,238390.97,60.93246,0.00025559886,39.998486,2
642,111686.36,60.109474,0.00053819886,31.864866,0
643,118187.25,59.743114,0.0005054954,30.842184,0
644,6415.4883,60.1665,0.00937832,28.898596,1
645,144833.03,60.505684,0.00041776162,32.77507,0
646,128658.625,60.596054,0.0004709832,33.040222,0
647,24529.885,59.953716,0.0024441092,29.589727,1
648,7775.994,59.5576,0.007659162,28.483496,1
649,7411.0684,59.787075,0.008067268,27.246574,1
650,27741.871,58.764248,0.002118251,30.85859,1
651,7677.7266,59.569103,0.0077586905,28.541735,1
652,274757.22,59.211372,0.00021550433,44.28711,3
653,276151.2,60.8123,0.0002202138,44.7136,3
654,281748.94,61.782402,0.00021928176,46.135406,3
655,284445.0,60.930298,0.00021420766,45.811726,3
656,264833.3,59.83707,0.00022594239,42.598248,3
657,285235.97,61.14373,0.00021436192,46.790676,3
658,129609.28,61.591667,0.0004752103,31.728098,0
659,11083.361,59.44336,0.005363297,23.042332,1
660,3505.164,56.002647,0.015977183,23.68354,1
661,3150.2993,55.308006,0.017556429,24.420925,1
662,6511.2417,54.75163,0.008408785,21.004005,1
663,3463.3398,56.000195,0.01616942,23.560135,1
664,1679.493,52.603626,0.031321134,21.531961,1
665,1220.817,49.210716,0.040309656,18.22115,1
666,287390.0,59.857525,0.00020827977,46.04871,3
667,302340.2,60.600506,0.00020043814,48.44419,3
668,301213.25,59.985672,0.00019914686,48.26362,3
669,301438.94,59.998302,0.00019903966,48.29978,3
670,291590.06,61.031788,0.00020930682,46.72169,3
671,299078.16,59.366,0.00019849661,47.921513,3
672,131423.06,59.480026,0.00045258438,33.933144,0
673,138791.53,59.6558,0.00042982306,33.87638,0
674,148132.06,59.975895,0.00040488126,34.903877,0
675,138007.27,60.321392,0.0004370885,33.52946,0
676,1758.2437,50.18499,0.028542683,21.978046,1
677,1676.0566,50.50561,0.030133594,19.265018,1
678,209553.45,60.711185,0.00028971693,39.095795,2
679,196537.14,59.996292,0.00030526693,40.134193,2
680,211470.0,59.528183,0.00028149705,38.26126,2
681,224085.33,59.348965,0.00026484983,39.361553,2
682,289941.94,59.513725,0.00020526083,46.457607,3
683,300593.8,59.452946,0.00019778499,48.164368,3
684,1508.9384,52.74774,0.034956858,23.214436,1
685,1492.0391,54.40585,0.03646409,24.065145,1
686,1495.459,52.82676,0.03532478,24.51572,1
687,1428.3704,53.8181,0.037677974,23.806173,1
688,293604.0,59.60295,0.00020300456,47.044384,3
689,289875.06,59.351673,0.00020474916,46.588726,3
690,305077.9,60.99702,0.00019993917,48.882854,3
691,287913.53,60.44588,0.00020994457,46.132595,3
692,288588.56,59.60341,0.0002065342,46.240757,3
693,300159.38,61.382034,0.00020449814,48.094757,3
694,105541.984,61.823185,0.00058576866,29.407072,0
695,19924.176,57.765915,0.0028992875,23.578907,1
696,297942.2,59.368153,0.00019926064,47.739494,3
697,299118.75,59.94295,0.00020039851,47.928017,3
698,297415.4,59.721,0.00020079996,47.655087,3
699,306633.47,60.099556,0.00019599803,49.132107,3
700,251736.47,59.4445,0.00023613781,41.383606,2
701,241544.84,60.089096,0.00024876994,40.753307,2
702,9577.436,57.03043,0.005954666,22.017094,1
703,8942.566,57.38859,0.0064174635,21.3937,1
704,4107.7944,59.15981,0.014401843,24.306477,1
705,9121.645,56.92951,0.006241145,22.578327,1
706,146396.67,61.52048,0.00042023143,32.14683,0
707,78603.27,60.055805,0.00076403696,31.618372,0
708,282506.44,59.765755,0.00021155538,45.32431,3
709,277513.4,60.275055,0.00021719691,44.54469,3
710,260693.47,59.58724,0.00022857204,41.82472,3
711,276297.8,60.29532,0.00021822583,44.69392,3
712,4899.753,56.31648,0.011493739,21.680323,1
713,2735.5908,57.08449,0.020867335,26.303759,1
714,18516.426,58.42358,0.0031552298,25.933369,1
715,16729.635,58.426456,0.0034923928,24.821417,1
716,41041.457,58.032444,0.0014139957,28.600319,1
717,30702.328,59.13724,0.0019261484,27.170202,1
718,304472.84,60.16969,0.00019761923,48.785908,3
719,290440.9,60.429363,0.00020806078,46.53756,3
720,3291.8633,56.65659,0.0172111,25.51832,1
721,3449.6396,57.56708,0.016687853,24.997389,1
722,7595.2295,55.603527,0.0073208488,21.700655,1
723,3226.5442,57.21822,0.017733593,25.01197,1
724,217394.67,59.366463,0.0002730815,37.488304,2
725,193068.53,59.642548,0.00030891906,38.110645,2
726,281243.2,61.032207,0.00021700867,45.0638,3
727,302958.12,61.00827,0.00020137525,48.5432,3
728,303129.94,60.196667,0.0001985837,48.570732,3
729,282101.72,60.17383,0.00021330542,45.201366,3
730,165818.22,60.620434,0.00036558366,34.632042,0
731,128728.34,59.693657,0.00046371805,33.619312,0
732,16691.822,60.446804,0.0036213424,29.543049,1
733,18439.508,59.863354,0.0032464724,30.938772,1
734,60437.367,60.6696,0.0010038426,34.69424,1
735,17169.262,60.11043,0.0035010492,29.00213,1
736,4980.1304,57.862255,0.011618623,24.17539,1
737,5867.9766,58.375706,0.009948183,24.552204,1
738,254248.31,59.90621,0.00023562089,42.191887,2
739,256863.62,59.56524,0.00023189442,42.26816,2
740,255513.16,60.126858,0.00023531805,41.866814,2
741,253391.28,59.273895,0.0002339224,41.68991,2
742,295387.88,59.946644,0.00020294213,47.330215,3
743,297714.3,59.801895,0.00020087007,47.702984,3
744,235968.28,59.45561,0.0002519644,40.488724,2
745,241414.27,59.443035,0.00024622836,40.841526,2
746,231445.02,60.15868,0.00025992646,41.53715,2
747,223122.38,59.445984,0.0002664277,39.26828,2
748,2459.2532,52.215717,0.021232348,22.561956,1
749,3780.8696,52.356205,0.013847662,19.899313,1
750,129416.25,60.32064,0.00046609787,34.93016,0
751,130570.64,60.623592,0.00046429728,34.661705,0
752,15533.352,59.79814,0.0038496612,31.830639,1
753,127452.766,59.90286,0.00047000046,32.74737,0
754,299485.6,61.10929,0.00020404751,47.986797,3
755,303557.97,59.19249,0.00019499566,48.639317,3
756,306743.06,61.391273,0.00020013908,49.149666,3
757,304236.28,60.522373,0.00019893213,48.748,3
758,303365.5,59.666927,0.0001966833,48.608475,3
759,312428.62,60.044605,0.00019218664,50.06067,3
760,275341.8,60.023205,0.00021799524,44.78559,3
761,261639.69,59.487774,0.00022736525,43.505104,3
762,3697.1184,52.10271,0.014092789,20.887674,1
763,5705.081,53.493015,0.0093763815,20.521873,1
764,3986.2917,52.23322,0.01310321,21.902702,1
765,2929.8433,52.23883,0.017829906,21.702543,1
766,128317.17,60.54739,0.00047185726,34.76488,0
767,77780.03,59.86919,0.00076972443,30.0425,0
768,303284.22,60.45152,0.000199323,48.59545,3
769,302626.5,61.03698,0.0002016908,48.490067,3
770,307235.9,58.827,0.00019147176,49.228634,3
771,306326.53,60.92117,0.00019887657,49.082924,3
772,146865.53,60.06634,0.00040898868,35.1858,0
773,169125.62,59.648827,0.00035268947,34.529526,0
774,2031.3745,49.224228,0.024231981,17.819075,1
775,1930.6884,49.457924,0.025616731,18.043816,1
776,2184.5728,49.37628,0.02260226,17.617521,1
777,1815.2322,50.424774,0.02777869,18.908669,1
778,211202.42,60.148537,0.00028479093,38.116302,2
779,229686.06,60.196415,0.00026208127,40.97878,2
780,228508.4,59.58161,0.00026074145,39.154972,2
781,231913.19,59.113365,0.00025489437,39.46787,2
782,223873.03,59.962048,0.00026783952,38.41995,2
783,228823.28,59.499043,0.0002600218,38.14993,2
784,298695.72,59.51421,0.00019924695,47.860233,3
785,298610.47,60.97327,0.00020419,47.846573,3
786,198543.9,60.803722,0.00030624823,38.17418,2
787,189807.08,60.92342,0.0003209755,37.195194,2
788,137377.83,59.482212,0.00043298263,35.75685,0
789,175564.73,60.980793,0.0003473408,35.197422,0
790,64373.78,60.501957,0.000939854,29.34083,1
791,5301.353,57.131256,0.010776731,23.772884,1
792,4713.207,59.994854,0.012729093,27.402367,1
793,4684.6577,59.794178,0.012763831,26.92332,1
794,4711.7095,59.632404,0.012656215,27.235315,1
795,4637.0757,60.155823,0.012972793,26.803905,1
796,308663.44,60.067245,0.00019460435,49.457367,3
797,305224.5,59.241364,0.00019409112,48.906345,3
798,293419.9,60.922047,0.00020762751,47.014885,3
799,304694.6,60.756718,0.00019940203,48.821438,3
800,296566.97,61.445557,0.00020718949,47.519142,3
801,290639.06,61.17542,0.00021048589,46.56931,3
802,4669.9946,52.482025,0.011238134,20.216427,1
803,5348.4463,53.430874,0.009989981,19.448896,1
804,6516.477,57.578465,0.008835827,21.867373,1
805,6212.088,57.59733,0.0092718145,22.838558,1
806,8305.517,57.54369,0.00692837,20.712011,1
807,6254.254,57.681606,0.009222779,22.099836,1
808,10461.035,60.45273,0.0057788477,22.940866,1
809,79867.0,59.811916,0.000748894,29.05311,0
810,297220.78,60.754375,0.00020440824,47.623905,3
811,298530.88,61.08205,0.00020460882,47.83382,3
812,306168.8,61.278236,0.00020014525,49.05765,3
813,297889.7,61.166397,0.00020533237,47.731083,3
814,256880.88,59.60911,0.00023204963,42.551083,2
815,245401.58,59.423912,0.00024214968,41.98487,2
816,256924.4,59.39476,0.00023117602,42.530113,2
817,254222.64,59.313946,0.00023331496,42.37044,2
818,251467.56,59.382893,0.00023614534,41.86242,2
819,256528.84,59.577423,0.00023224454,42.99126,2
820,305647.62,59.603817,0.00019500828,48.974144,3
821,302095.25,59.511272,0.00019699507,48.40494,3
822,117872.34,60.17424,0.0005105035,30.83242,0
823,147613.88,61.016964,0.0004133552,34.586193,0
824,72754.31,59.782932,0.0008217098,28.95118,0
825,98788.09,60.43837,0.00061179814,30.823118,0
826,854.12195,47.70826,0.055856496,17.794207,1
827,750.1657,46.483013,0.06196366,20.27475,1
828,297775.38,59.53481,0.00019993194,47.712765,3
829,302222.25,59.401157,0.00019654793,48.425293,3
830,288151.28,60.055798,0.0002084176,46.170692,3
831,298073.56,60.213055,0.00020200736,47.760544,3
832,6774.1016,60.448444,0.008923463,24.543846,1
833,79263.3,59.919304,0.00075595273,28.843994,0
834,4850.4287,55.30566,0.011402221,23.319368,1
835,5743.908,56.968628,0.009918096,21.923313,1
836,3000.4783,56.216286,0.018735776,25.003986,1
837,4887.0146,55.547554,0.011366357,22.315136,1
838,294391.5,60.37856,0.00020509613,47.170567,3
839,297042.44,59.772663,0.00020122601,47.595325,3
840,3241.3098,54.617737,0.016850514,23.487753,1
841,3960.8582,54.945225,0.013872051,22.895134,1
842,3029.5015,54.699818,0.018055717,23.854342,1
843,3469.267,54.103275,0.015595016,23.440994,1
844,54768.86,59.912537,0.0010939161,32.58112,1
845,41870.92,59.417976,0.001419075,33.49674,1
846,299845.5,59.21275,0.00019747754,48.044464,3
847,290282.84,60.43409,0.00020819037,46.512234,3
848,296756.3,60.48915,0.00020383442,47.54948,3
849,288236.06,59.47003,0.00020632405,46.184277,3
850,219948.16,59.245647,0.00026936186,42.362896,2
851,219936.9,60.020493,0.00027289867,39.96673,2
852,15319.203,59.745125,0.0039000153,33.44804,1
853,13050.293,59.997856,0.004597434,33.12257,1
854,151778.38,59.98979,0.00039524597,32.682682,0
855,9987.64,60.079906,0.006015426,32.32246,1
856,308995.94,59.97355,0.00019409171,49.510647,3
857,313483.9,61.840595,0.0001972688,50.229755,3
858,226992.12,59.78752,0.00026339028,39.55256,2
859,234681.1,59.984562,0.00025560032,40.86385,2
860,248465.4,59.84979,0.00024087775,42.034412,2
861,228637.39,60.01652,0.00026249653,39.943638,2
862,6187.337,54.937603,0.0088790385,22.256607,1
863,2919.1873,59.109444,0.020248596,26.538067,1
864,4034.5093,60.916058,0.015098752,26.718605,1
865,4033.6648,60.9248,0.0151040815,26.713013,1
866,11717.445,57.358883,0.0048951698,24.772612,1
867,4032.7068,60.91444,0.0151051,26.884712,1
868,305424.56,59.631203,0.00019524037,48.9384,3
869,305138.6,60.990177,0.00019987697,48.892582,3
870,286565.38,60.00758,0.00020940276,45.91658,3
871,285723.38,59.97051,0.0002098901,45.781666,3
872,297211.75,60.352497,0.00020306229,47.622456,3
873,280621.66,60.16418,0.00021439607,44.964214,3
874,6393.203,56.069244,0.008770133,20.295883,1
875,4546.1055,55.962494,0.012309986,21.961863,1
876,9494.79,59.37554,0.0062534865,25.942049,1
877,7273.91,59.59218,0.008192592,24.085794,1
878,5191.193,60.87228,0.011726068,27.76039,1
879,9296.869,59.39916,0.0063891574,24.924582,1
880,115953.81,59.53616,0.0005134472,32.838802,0
881,33203.176,59.71035,0.0017983326,25.778864,1
882,277591.06,60.068882,0.00021639343,44.58578,3
883,280483.66,60.044525,0.00021407496,44.98535,3
884,291003.7,63.540855,0.00021835069,46.725063,3
885,279120.88,59.78015,0.000214173,44.853104,3
886,222410.45,59.61159,0.00026802512,39.772972,2
887,280613.56,60.377823,0.0002151636,44.98454,3
888,201305.0,59.675064,0.00029644105,37.32709,2
889,182577.97,59.724083,0.0003271155,36.91427,2
890,184209.77,60.241684,0.00032702764,37.825413,2
891,206011.88,59.87203,0.00029062416,37.099205,2
892,5862.207,60.34655,0.010294169,25.052166,1
893,9613.858,58.695538,0.006105305,25.636955,1
894,161950.81,59.284264,0.00036606338,35.77442,0
895,162706.27,59.540874,0.00036594088,35.791084,0
896,182014.97,59.70029,0.0003279966,35.53592,2
897,163005.2,59.55535,0.0003653586,36.08705,0
898,277635.8,59.881752,0.00021568454,44.86681,3
899,267017.47,59.755665,0.00022378935,43.516537,3
900,299472.88,59.30947,0.00019804623,47.984756,3
901,302896.62,59.51595,0.00019648932,48.533348,3
902,303812.16,60.080936,0.00019775686,48.680046,3
903,305523.72,59.683754,0.000195349,48.95429,3
904,310635.12,60.18865,0.00019375996,49.773293,3
905,308925.97,59.923187,0.00019397265,49.499435,3
906,1790.3236,49.540855,0.027671453,17.903236,1
907,1847.0037,48.978725,0.026517937,17.424562,1
908,2190.0955,49.861374,0.022766758,19.730589,1
909,2318.4807,49.708267,0.021440018,19.00394,1
910,1784.7689,49.526276,0.027749404,17.847689,1
911,2279.0005,51.621506,0.02265094,20.531536,1
912,89072.586,59.241974,0.00066509773,33.790813,0
913,77154.0,59.79115,0.0007749585,32.05401,0
914,159825.53,60.840664,0.00038066925,34.348923,0
915,72636.91,59.97939,0.0008257426,32.61648,0
916,70971.08,59.250797,0.00083485834,33.571938,0
917,105993.01,60.415405,0.00056999427,31.64915,0
918,252726.94,59.136646,0.00023399423,42.311558,2
919,244464.75,59.811615,0.00024466356,40.99694,2
920,249059.38,59.274178,0.00023799215,42.328243,2
921,243124.83,60.04587,0.00024697548,40.992214,2
922,271535.12,59.38994,0.00021871917,44.528553,3
923,254771.94,59.408863,0.00023318449,43.05762,2
924,2190.6443,55.522568,0.025345314,25.772285,1
925,2054.8306,55.188503,0.026857933,26.010513,1
926,2885.1592,55.216618,0.019138154,23.648846,1
927,1967.5905,55.711338,0.0283145,26.58906,1
928,297503.7,60.61862,0.00020375755,47.669235,3
929,304571.6,59.72164,0.00019608409,48.80173,3
930,296078.16,60.454117,0.00020418297,47.44082,3
931,285937.44,59.000263,0.00020633977,45.815964,3
932,299077.94,59.729816,0.00019971322,47.92148,3
933,292171.1,60.129444,0.00020580216,46.81479,3
934,3351.1392,52.157963,0.015564249,19.597305,1
935,4401.904,53.08506,0.012059568,19.918118,1
936,308328.8,60.351105,0.00019573618,49.40375,3
937,311763.62,60.17818,0.00019302503,49.954113,3
938,300267.44,61.72677,0.00020557264,48.112072,3
939,309515.34,61.56174,0.00019889722,49.593872,3
940,300896.94,60.538246,0.00020119263,48.212936,3
941,285385.12,60.62402,0.0002124288,45.727467,3
942,6017.5557,53.782036,0.008937522,20.05852,1
943,3886.7292,52.146606,0.013416578,20.034687,1
944,3001.3254,56.470726,0.018815262,25.011045,1
945,6072.482,53.874165,0.008871852,19.97527,1
946,78991.984,60.823387,0.0007699944,28.231588,0
947,4528.318,59.507164,0.013141119,24.880867,1
948,264502.6,59.26048,0.00022404498,43.6185,3
949,250615.16,59.06192,0.00023566779,41.78312,2
950,264551.12,59.449146,0.00022471705,43.04444,3
951,260574.05,59.234734,0.000227324,43.552406,3
952,153296.4,59.87608,0.00039059023,34.46412,0
953,140875.78,59.645073,0.0004233877,34.80993,0
954,50234.14,59.95889,0.0011935885,32.346516,1
955,45832.97,60.1501,0.0013123762,28.204905,1
956,46114.734,59.88209,0.0012985457,31.456163,1
957,49122.82,60.055313,0.0012225542,31.110083,1
958,176206.67,60.6061,0.00034394895,37.111767,0
959,181312.44,59.831223,0.00032998962,36.26974,2
960,1814.4093,51.242455,0.02824195,23.873806,1
961,1809.6023,51.201424,0.028294297,24.12803,1
962,1345.5046,47.861935,0.035571735,16.408592,1
963,1591.0568,51.785393,0.032547798,23.747116,1
964,264719.88,59.480797,0.00022469336,43.276096,3
965,270491.75,59.392258,0.00021957142,44.694607,3
966,292251.78,60.200836,0.00020598964,46.827717,3
967,285802.62,60.94147,0.00021322921,45.794365,3
968,305799.25,59.10171,0.00019326965,48.998436,3
969,291647.1,61.43735,0.00021065648,46.730827,3
970,112356.89,59.35091,0.0005282356,29.26723,0
971,11625.996,60.3697,0.0051926477,29.064991,1
972,182298.86,59.970207,0.00032896645,35.267723,2
973,188521.31,59.799374,0.00031720218,35.98422,2
974,210741.3,59.61543,0.00028288443,36.81714,2
975,183574.12,59.61573,0.00032475017,36.41621,2
976,2723.0925,53.724087,0.019729072,23.077055,1
977,1674.8553,54.52161,0.032553025,24.99784,1
978,175551.66,60.414078,0.00034413848,37.93251,0
979,172653.12,60.19976,0.0003486746,37.57413,0
980,206364.38,60.794964,0.0002946001,37.983505,2
981,185391.45,60.4483,0.00032605763,38.169952,2
982,284777.94,61.23797,0.00021503761,45.630177,3
983,297781.12,60.156002,0.00020201415,47.713688,3
984,276672.0,59.544186,0.0002152158,44.906994,3
985,273378.53,59.543392,0.00021780566,44.11466,3
986,273342.44,60.0705,0.0002197628,44.309036,3
987,278267.3,60.405563,0.00021707747,44.701576,3
988,6037.4004,58.402767,0.009673496,23.769293,1
989,7485.259,58.1685,0.007771074,23.612804,1
990,27528.96,59.140762,0.0021483107,24.734016,1
991,16817.092,58.952526,0.0035055126,22.333456,1
992,8286.007,59.319702,0.0071590217,23.74214,1
993,38651.965,59.62801,0.0015426902,27.549511,1
994,297448.0,62.42003,0.0002098519,47.660313,3
995,293962.0,60.689034,0.00020645196,47.101746,3
